SurveyID,biom,herb,plank,pisc,prod,exP,egP,exN,egN,Ic,respC,respC_noplank,prod_noplank,turn,exNP,outN,outP,outNP
1003278,81331.1436711627,88.53812836744223,17.940312615441457,42.923752095851576,15.933752579629466,2.608848273575209,10.75849188387161,25.757906065717346,49.043535244093704,526.130803673887,87.05212230815914,86.30796199826337,15.769456671859752,1.9591206837140594e-4,9.87328635651865,74.80144130981105,13.367340157446819,5.595835852814734
1003280,198068.05897587733,394.02436054423424,118.33106600344229,52.209807724019605,39.47713865696039,4.197622109231209,22.556815145724933,61.65663619845789,116.76521759967402,1263.926520892666,214.0600031308571,183.1039998837313,34.114816412505256,1.9931097856504116e-4,14.68846756425872,178.4218537981319,26.75443725495614,6.668869619564884
1003281,39199.95759288998,40.32265977967168,0.8401874649445364,37.25008504772806,7.601047790053224,1.0969651357407673,3.9240977395630496,11.423479447894003,20.228974602539875,191.65647030045216,33.630735401660225,33.408569784419235,7.533994046936346,1.9390449012709874e-4,10.41371241044946,31.652454050433878,5.021062875303817,6.3039350106761285
1003282,17808.800443101325,47.82022162067967,1.9626820842634904,8.60446473294891,4.365146339030972,0.39003008279381274,2.2602088804620255,5.812457314190385,11.257798077559125,126.37390164972535,20.532974240671688,20.46938410386881,4.34556080094862,2.4511175544795994e-4,14.902587186494301,17.07025539174951,2.650238963255838,6.441024989979988
1003283,119639.54625219345,31.040507618309285,9.209351088734495,60.10168949163903,19.50000653263991,3.3212941107941103,12.546720537619086,34.39922824976722,61.211129857833384,617.5564708083846,110.30049923292803,107.73070461642395,19.20305201903722,1.6298963965923936e-4,10.357176179601414,95.6103581076006,15.868014648413196,6.025351011203009
1003284,84676.81290984071,70.79287280536852,10.622452231417373,37.832459340067444,12.62092290827351,2.2175941758695843,8.581692938755863,23.644184301095788,42.63432154352016,440.4775835346499,77.88340233590395,75.20574199745727,12.038621253532536,1.4904815704048268e-4,10.662088022405724,66.27850584461595,10.799287114625447,6.137303799882785
1003285,30821.15018175295,146.43948269424783,11.383296405393766,6.889171820316228,7.002903067583441,0.47676289626524637,3.1875347361855884,8.705183688885475,17.79456361695863,205.99177963758893,33.39996208894431,30.576647797620037,6.56180088342156,2.2721095826363323e-4,18.258937004280547,26.499747305844103,3.6642976324508347,7.231876327720674
1003286,58065.91631728029,102.8444242193439,16.077955741342695,35.710567462295074,8.18122365091871,1.4010363602673859,4.973671648659722,15.179086944275937,26.49271798261832,269.35914049545914,48.48799824362722,44.19868657044132,7.660006518102301,1.4089545416308183e-4,10.834184875386837,41.671804926894254,6.374708008927108,6.537053127537336
1003288,105924.19730199166,225.6314883509235,7.279115281515613,34.11921148908437,16.46470781354827,1.9922354197933128,10.219667329118082,29.477053969087674,54.264613416839026,595.7726132310486,100.73677151112857,99.36655895709141,16.12442349598047,1.5543858941509948e-4,14.795969229452718,83.7416673859267,12.211902748911394,6.85738079542041
1003289,16651.609323593548,51.06445867880235,5.664092307263343,7.545353895812916,6.617030819380262,0.3342276289339984,2.7754579640834076,6.806564676235926,13.922790779236678,154.1689876707262,23.284132115509063,22.297351459257655,6.3404184120273115,3.973808591584381e-4,20.365056886365466,20.729355455472604,3.109685593017406,6.666061515035155
1003291,18886.2639169317,72.73812124798776,7.7762745873367765,5.245483470280692,5.209580147790629,0.3344854709866763,2.4508771906384292,6.324853923109327,12.496039406137603,145.94578899513752,23.248230621042026,20.761914880796038,4.713319931021487,2.758396351286924e-4,18.909203752414307,18.82089332924693,2.7853626616251055,6.7570710229403215
1003292,13941.036074786429,46.66833745490612,3.5448743163444845,1.8197371044111044,2.8890115533741922,0.23688652606569213,1.6005745624862289,4.982749890614628,9.312190614805191,106.50794006288568,18.003155899026904,17.313005297310188,2.79346996008015,2.072307637593177e-4,21.03433223227242,14.29494050541982,1.837461088551921,7.779724204492121
1003629,28337.237428006934,40.43792818012529,6.008487320572091,12.602244592610067,4.232864664234585,0.6078792975267825,2.5051129307181967,7.380974595307823,13.52482320177562,139.26210880235033,24.203521252686524,21.694004641871548,4.1613052204475025,1.4937464087628596e-4,12.14217135760019,20.905797797083444,3.112992228244979,6.715660131560806
1003630,6010.598985887351,42.0535882769578,1.0697955630606883,0.5582411862662374,2.4343055212390015,0.07688280737219849,1.0021375736609046,2.477135253328862,5.307000769315772,65.28407507389966,9.814308975697136,9.710049864939478,2.407240598477586,4.050021515251067e-4,32.219625401252145,7.784136022644635,1.0790203810331032,7.21407691594458
1003631,14953.527974181034,42.92060896306372,1.2472342887483385,8.178770209913036,3.385885859967844,0.3645582419278929,1.6970359222031537,4.68627629827566,8.687626568557683,94.48917655522274,15.600280094954265,15.56990730975473,3.3838408609317896,2.264272261244277e-4,12.85467110411009,13.373902866833342,2.0615941641310465,6.487165660206643
1003632,6201.686522340479,34.240486220375445,0.8539264052474241,1.4621806236209713,2.0187308530141035,0.09607272372804554,0.9149643207986163,2.3404727847603226,4.82568029193898,57.747759758762605,8.911708462732621,8.911708462732621,2.0187308530141035,3.255132044713938e-4,24.36147008161789,7.1661530766993025,1.0110370445266619,7.087923351071955
1003633,188620.8863227302,59.3240679734151,62.441347028183735,104.20500534002764,32.15089335862417,6.2415620086742445,22.289718629791736,59.848603437799405,105.3094844779634,1023.4537565925314,185.11945358956126,168.1138851581347,28.54205527381895,1.704524561697479e-4,9.588722078643853,165.1580879157628,28.53128063846598,5.788667182821651
1003634,33086.221905315266,22.40149121918817,6.296208323282628,16.101125990962196,6.770091823308025,0.8251267567379059,3.7808718558566894,10.409423269959746,19.05570752645941,194.27144461094187,32.765050429826125,30.18408234033101,6.241576685853702,2.0461967046834131e-4,12.615544442059834,29.465130796419157,4.605998612594595,6.397121075080224
1003635,87999.04146704481,22.65613282594523,18.440104582817238,85.14308818720234,17.184488482679733,3.1405165451344583,8.486855257395883,24.782410788666294,42.53117263966694,355.4067713546016,65.14888664833612,57.31686233653835,15.524104803230436,1.952804052884512e-4,7.89118937362747,67.31358342833323,11.627371802530341,5.789234624258295
1003636,90578.98485576251,43.6381926953884,26.396309883112913,71.37199664822344,16.375032730004683,2.88010339720367,9.050198116688321,26.467529938245175,45.60509677305216,414.6380384762305,75.14672362904817,64.36491804779837,13.991194676631856,1.8078180889397467e-4,9.18978463201802,72.07262671129733,11.93030151389199,6.0411404210844015
1003638,19418.713331765022,82.82120081713727,27.583914474507704,6.694193842333687,4.5909374498989735,0.3102425847024793,2.215308704500533,6.66770002328061,12.554314917105621,141.12107441535622,24.856820804571015,17.937071655632675,3.18223865707582,2.3641821018023597e-4,21.491891674622597,19.22201494038623,2.5255512892030123,7.611017452926928
1003639,38062.19871219495,97.69856223448774,10.516592739033962,28.351078738902782,4.999044551065137,0.8091176611114581,3.066448815511096,9.409793924128415,16.521825534995966,175.73086676021782,31.94315578393781,29.407429424042267,4.598349359132803,1.313388275035059e-4,11.629697850375054,25.93161945912438,3.875566476622554,6.691052679793807
