SurveyID,biom,herb,plank,pisc,prod,exP,egP,exN,egN,Ic,respC,respC_noplank,prod_noplank,turn,exNP,outN,outP,outNP
1003278,81331.14367115355,87.55317181520519,17.81170482683193,42.83996561263135,15.798071571230464,2.589540079668846,10.928418643909694,26.31149704334269,48.49853893427646,523.9057702199478,87.36722997972112,86.62648209548601,15.637793541664974,1.942438143389063e-4,10.1606834549197,74.81003597761915,13.517958723578541,5.53412223748935
1003280,198068.05897587902,389.190009720297,118.30513285499663,52.009219644114886,38.968575962233814,4.188879849279493,22.440407177616557,61.77875851241322,115.4945149142615,1248.1085558597094,214.74004108613596,183.87402823266387,33.62578422885338,1.9674336267908526e-4,14.748276564447046,177.27327342667473,26.62928702689605,6.657079224375237
1003281,39199.957592897284,40.33250319415211,0.8312498314951061,37.22213778983132,7.564722248785719,1.1190491956580364,3.9424690615156543,11.506883240562281,20.159952336987597,192.54861990075332,33.54234809144761,33.31544653002396,7.49911980303121,1.929778171534651e-4,10.282732238412333,31.66683557754988,5.061518257173691,6.256390665521845
1003282,17808.800443100252,47.3747720023304,1.9685206124996828,8.348158745317622,4.307771096083627,0.4017619812903405,2.2583857819501008,5.751319302340961,11.32478785388109,126.04643896177858,20.326256650491242,20.25937165676793,4.288195896099803,2.418900200407719e-4,14.315240291949543,17.07610715622205,2.6601477632404413,6.419232567525086
1003283,119639.54625219313,31.17086100415418,9.155383081898307,60.04584969157498,19.28166053244823,3.3677981123088276,12.804897373819657,33.85766264392472,63.0188072832834,624.6972980938668,109.92933536132766,107.38419539652128,18.989097683551595,1.6116460766077819e-4,10.05335281832356,96.87646992720812,16.172695486128482,5.99012514706038
1003284,84676.81290983844,71.14965319097006,10.296537104591343,38.06538325218222,12.471348044683856,2.239934990234142,8.673211770064386,23.402652892643005,42.81124069144586,441.3655784408684,77.53869290835479,74.86104140731796,11.913783497968678,1.4728173647682048e-4,10.447916120189143,66.21389358408886,10.913146760298527,6.067351153470385
1003285,30821.15018175549,144.0743257516587,11.367290715817983,6.868236713262446,7.053944809464988,0.46435153248494676,3.1834150845715334,8.925076812704189,17.408237630269056,203.98734445794955,34.15999467762705,31.3183144875109,6.613028398366506,2.2886702046702185e-4,19.220517621514514,26.333314442973247,3.6477666170564804,7.219023914480194
1003286,58065.916317278155,101.02522440341879,15.838200570246483,35.915465315275256,8.103455404437199,1.3941483742617562,4.976776354770408,15.197568930107794,26.5129187829663,268.05764697467106,48.50927891130331,44.307615228536456,7.5886177309875515,1.3955614443693755e-4,10.900969517075517,41.710487713074095,6.370924729032164,6.547006829793533
1003288,105924.19730197084,223.17490849142513,7.220952317067432,34.34190125818446,16.42799602369995,2.013953978699186,10.308806974181817,29.472767952892212,54.74050455713878,598.0344935116699,101.48005257093952,100.10015978882922,16.09457538972787,1.550920039249076e-4,14.634280755476194,84.21327251003099,12.322760952881003,6.833961385118188
1003289,16651.60932359067,51.08342467858458,5.596652072906403,7.558615827330593,6.565833675512777,0.3443703940671147,2.7891029556483384,6.809749282468186,14.024961959433721,155.1664864147474,23.23472934450454,22.248570380691188,6.295615976973578,3.943062528022939e-4,19.7744910706262,20.834711241901907,3.133473349715453,6.64907880700306
